App,Version,Package,AndroidVersion,minSdkVersion,Landroid/app/job/JobInfo/Builder;->build,Lcom/google/android/gms/gcm/PeriodicTask/Builder;->build,Lcom/google/android/gms/gcm/OneoffTask/Builder;->build,Landroid/app/AlarmManager;->setWindow,Landroid/app/AlarmManager;->setExact,Landroid/app/AlarmManager;->setExactAndAllowWhileIdle,Landroid/app/AlarmManager;->setInexactRepeating,Landroid/app/AlarmManager;->setRepeating,Landroid/app/AlarmManager;->set,Landroid/app/AlarmManager;->setAndAllowWhileIdle,Landroid/app/AlarmManager;->setAlarmClock,Landroid/os/Handler;->post,Landroid/os/Handler;->postDelayed,Landroid/os/Handler;->sendEmptyMessage,Landroid/os/Handler;->sendMessage,Landroid/os/Handler;->sendMessageAtTime,Landroid/os/Handler;->sendMessageDelayed
net.enantena.karts2013,1.0.4,net.enantena.karts2013,,9,0,0,0,0,0,0,0,0,0,0,0,10,2,9,19,0,10
net.magtoapp.viewer.osdbms,3.3,net.magtoapp.viewer.osdbms,21,8,0,0,0,0,0,0,1,0,3,0,0,57,10,12,29,0,12
net.wase6.rsaeljwal,10.7,net.wase6.rsaeljwal,,8,0,0,0,0,0,0,0,0,1,0,0,3,1,15,1,0,0
nl.appyhapps.dogkeeper,5.1.3,nl.appyhapps.dogkeeper,20,13,0,0,0,0,0,0,0,0,0,0,0,8,5,6,0,0,0
novel.avaworks.book.AOTMPCRHXYYASZNO,2.0,com.appmk.book.main,,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
org.smartdisk.mounter,1.7,org.smartdisk.mounter,,9,0,0,0,0,0,0,0,0,0,0,0,42,8,6,17,0,12
oz.BricksBreaker,1.0.6,oz.BricksBreaker,,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0
pl.jujubee.therun,1.2,pl.jujubee.therun,,8,0,0,0,0,0,0,0,0,0,0,0,11,8,0,6,0,0
pl.Lotos.Kids,1.0.4,pl.Lotos.Kids,,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
plus.nail.radio,Final,plus.nail.radio,,8,0,0,0,0,0,0,0,0,0,0,0,25,7,8,0,0,1
rijksoverheid.minvenj,v1.2.1,rijksoverheid.minvenj,21,8,0,0,0,0,0,0,0,0,0,0,0,51,9,15,26,0,11
ru.sports.khl_spartak,1.0,ru.sports.khl_spartak,,8,0,0,0,0,0,0,0,0,1,0,0,70,9,9,5,0,4
se.sydsvenskan.reader,1.5.1,se.sydsvenskan.reader,,11,0,0,0,0,0,0,0,0,2,0,0,138,4,3,3,0,3
sifat.wudhu.nabi,,sifat.wudhu.nabi,,7,0,0,0,0,0,0,0,0,1,0,0,28,12,2,1,0,1
ua.com.biletcafe,1.6.1,ua.com.biletcafe,,9,0,0,0,0,0,0,0,0,3,0,0,5,3,3,2,0,5
unico.app.wisemobile,1.0.3,unico.app.wisemobile,,10,0,0,0,0,0,0,0,0,1,0,0,3,3,9,1,0,0
